Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Platform,Payment,Ad_1,Ad_2,Ad_3,SocialMedia,ShippingPayment,Category,DayOfWeek,Province
1057.57,October,380,0,,0,798.84,3.1,0,36,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Wednesday,GP
1040.58,July,416,44,,43,818.21,7.3,0.91,48,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,GP
1089.79,November,382,29,,46,783.12,2.9,0.61,51,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Sunday,GP
1400.04,May,551,25,,29,803.29,4.1,0.84,62,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Sunday,NW
692.28,June,511,60,Daily,62,367.96,5.8,0.76,54,0,Express,Computer,EFT,No,Yes,No,,Free,clothing,Sunday,GP
575.66,August,397,10,,11,461.93,0.3,0.53,27,14,Premium,Computer,EFT,No,No,No,,Free,books,Saturday,GP
1110.98,January,438,63,,45,617.01,4.6,0.63,22,0,Express,Computer,EFT,No,Yes,Yes,,Free,books,Friday,GP
855.22,January,399,31,,20,975.32,7.8,0.66,59,0,Express,iOS,EFT,Yes,No,Yes,Facebook,Free,groceries,Monday,GP
1167.8,January,516,66,Monthly,31,630.12,5.5,0.85,32,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Thursday,NW
728.38,December,413,2,Monthly,9,600.99,4.3,0.77,25,0,Express,Computer,Credit Card,No,No,Yes,,Free,clothing,Saturday,WC
502.71,November,456,38,Weekly,30,351.43,2.9,0.87,33,0,Express,Computer,Credit Card,No,No,No,,Paid,books,Sunday,NW
666.53,February,404,36,,39,427.34,5.7,0.74,58,0,Express,Android,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Wednesday,WC
546.57,January,428,69,Daily,53,512.33,6.2,0.56,79,0,Premium,Computer,EFT,Yes,No,No,Instagram,Paid,books,Friday,WC
844.59,March,351,32,,35,614.71,3.3,0.5,38,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Friday,MP
602.63,May,388,25,,29,633.46,3.4,1,43,0,Standard,iOS,Account Credit,Yes,No,No,Twitter,Free,groceries,Monday,GP
898.75,May,491,17,,12,617.08,1.1,0.87,54,0,Premium,Computer,EFT,No,Yes,Yes,,Free,clothing,Monday,MP
847.32,July,344,35,,21,758.52,6.3,0.56,38,41,Standard,Computer,Credit Card,No,Yes,No,,Free,household,Friday,NW
838.44,June,527,0,,0,542.56,1.4,0,13,0,Premium,Computer,Credit Card,No,No,No,,Free,household,Sunday,FS
1568.25,August,536,0,,0,1048.43,7.5,0,44,0,Express,Computer,PayPal,No,Yes,No,,Free,books,Friday,WC
1477.63,December,401,8,Monthly,11,978.5,4.8,0.68,43,8,Express,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,household,Friday,GP
948.9,July,498,20,,8,604.42,4.1,0.67,39,0,Premium,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,KZN
2389.2,October,300,17,,19,1283.9,7.9,0.99,41,14,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,FS
799.99,June,464,11,Daily,16,790.92,4,0.68,60,0,Express,Computer,Account Credit,No,No,Yes,,Free,groceries,Monday,MP
722.24,April,433,56,,44,586.71,7.1,0.52,29,0,Express,Computer,Credit Card,No,No,Yes,,Free,groceries,Friday,EC
722.1,July,463,30,Monthly,22,512.54,3.1,0.92,44,34,Standard,iOS,Account Credit,Yes,No,Yes,Instagram,Free,electronics,Sunday,FS
1167.15,October,460,0,,0,830.25,5,0,45,0,Express,iOS,Credit Card,No,Yes,Yes,,Free,electronics,Wednesday,WC
786.11,September,419,34,,16,1035.13,5.1,0.55,33,0,Premium,Computer,Credit Card,No,Yes,No,,Free,books,Sunday,GP
1839.22,August,575,0,,0,1187.97,1.6,0,64,0,Express,Computer,EFT,No,No,Yes,,Free,electronics,Wednesday,GP
784.57,June,458,46,,41,561.94,6.4,0.75,53,0,Express,Computer,Credit Card,Yes,Yes,No,Facebook,Free,clothing,Saturday,KZN
514.34,July,439,42,Daily,36,347.53,5.8,0.5,66,28,Standard,Computer,Credit Card,Yes,No,No,Instagram,Paid,books,Sunday,MP
1191.76,November,524,11,Weekly,14,936.63,3.8,0.87,50,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Wednesday,MP
463.57,December,460,5,,15,343.65,3.2,0.89,49,0,Standard,Computer,Credit Card,Yes,No,No,Facebook,Paid,books,Friday,KZN
819.06,December,409,20,,10,628.56,4.3,0.54,46,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,KZN
1406.54,July,466,0,,0,922.17,3.6,0,39,0,Express,Computer,EFT,Yes,Yes,Yes,Instagram,Free,household,Friday,LP
777.4,December,460,16,,12,597.24,5.1,0.52,68,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Tuesday,MP
609.71,November,384,43,,34,390.34,4,0.63,51,0,Standard,Computer,Credit Card,Yes,No,No,Facebook,Free,clothing,Tuesday,LP
1186.41,December,505,51,Weekly,46,1174.51,2.5,0.9,55,40,Standard,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,groceries,Sunday,WC
716.04,November,409,32,,32,506.71,7.2,0.93,54,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Friday,GP
4469.98,July,609,7,,19,2323.66,5,0.76,57,0,Premium,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,electronics,Tuesday,WC
694.16,July,446,0,,0,531.67,1.5,0,34,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Monday,WC
1177.34,January,402,40,,30,806.22,7.8,0.79,30,0,Express,Computer,EFT,No,Yes,Yes,,Free,books,Monday,GP
806.08,November,408,43,Monthly,56,588.15,4.5,0.64,33,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Sunday,GP
1416.94,May,544,3,Daily,16,794.08,5.2,0.75,60,0,Express,iOS,Credit Card,No,Yes,No,,Free,clothing,Tuesday,GP
770.74,July,413,42,,52,477.1,5.2,0.67,45,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Monday,EC
1125.76,December,551,11,,10,698.34,5.4,0.86,56,0,Express,iOS,EFT,Yes,Yes,No,Instagram,Free,household,Friday,NW
808.71,December,418,2,,6,619.39,2.6,0.65,42,19,Express,Computer,EFT,No,Yes,Yes,,Free,clothing,Sunday,GP
650.98,August,426,34,Monthly,37,632.97,4.4,0.86,37,0,Express,iOS,EFT,Yes,No,No,Instagram,Free,books,Saturday,WC
1007.77,December,421,47,,45,786.62,1,0.61,70,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,books,Friday,KZN
723.68,August,393,54,Monthly,61,608.38,5.4,0.66,24,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Tuesday,KZN
839.45,January,505,43,,43,599.4,2.9,0.92,37,0,Express,Android,EFT,No,No,Yes,,Free,books,Friday,GP
1566.43,February,416,2,Daily,7,1067.25,4.7,0.52,41,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Friday,MP
1442.81,November,506,39,,30,933.33,7.3,0.62,36,0,Premium,iOS,Credit Card,No,Yes,Yes,,Free,clothing,Monday,FS
915.38,November,384,1,,11,743.95,5,0.74,49,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Monday,GP
789.08,March,449,32,,23,671.47,7.4,0.62,36,0,Express,Computer,EFT,Yes,Yes,No,Instagram,Free,electronics,Friday,MP
899.85,November,483,9,,15,706.19,6.8,0.77,77,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Friday,EC
732.75,December,366,49,,50,417.99,1.3,0.53,66,0,Express,Computer,Credit Card,Yes,No,No,Facebook,Free,electronics,Monday,WC
733.66,December,423,39,Monthly,31,480.33,4.2,0.91,53,0,Premium,iOS,Credit Card,No,Yes,No,,Free,electronics,Thursday,GP
1023.74,May,362,37,,33,819.82,3.4,0.88,42,0,Premium,Computer,Credit Card,No,Yes,No,,Free,clothing,Monday,KZN
1187.55,July,366,55,Monthly,53,958.66,4.1,0.93,39,0,Standard,iOS,EFT,No,Yes,Yes,,Free,books,Saturday,WC
1464.47,December,350,15,,10,896.63,3.8,0.57,73,0,Premium,Android,EFT,Yes,No,Yes,Twitter,Free,electronics,Tuesday,KZN
893.96,December,422,9,,13,527.67,5.9,0.72,25,0,Express,Computer,EFT,Yes,No,Yes,Facebook,Free,books,Friday,NW
978.53,May,531,11,,9,804.07,2.7,0.81,54,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Thursday,KZN
735.57,October,370,47,,43,546.62,5.6,0.62,31,0,Standard,Computer,PayPal,No,No,Yes,,Free,clothing,Saturday,GP
887.33,October,382,50,Weekly,47,575.26,2.6,0.55,56,0,Express,iOS,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,NC
793.38,October,469,59,Daily,46,790.02,6.2,0.62,60,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,groceries,Sunday,GP
1598.51,August,438,0,,0,1002.52,5.7,0,71,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,GP
607.87,November,508,41,Daily,50,403.28,4,0.59,66,0,Express,Android,Credit Card,No,No,No,,Free,electronics,Monday,LP
1159.1,August,409,0,,0,842.39,5.9,0,55,0,Express,Computer,EFT,Yes,No,Yes,Instagram,Free,groceries,Sunday,GP
1328.26,January,557,0,,0,903.81,0.2,0,38,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Thursday,EC
823.32,November,510,26,,27,518.81,6.7,0.98,30,0,Standard,Computer,EFT,No,No,Yes,,Free,groceries,Sunday,KZN
1174.55,October,535,0,,0,807.35,3,0,57,0,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Wednesday,GP
832.42,October,501,43,Daily,42,796.17,5.4,0.88,47,0,Express,iOS,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Friday,WC
826.12,November,373,31,,35,646.45,7.2,0.62,82,0,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Monday,WC
765.92,January,378,46,,56,488.76,0.3,0.52,61,0,Standard,Computer,Credit Card,Yes,No,No,Instagram,Free,electronics,Thursday,KZN
752.69,April,460,41,,39,441.98,1.5,0.7,58,0,Express,iOS,EFT,Yes,No,Yes,Instagram,Free,electronics,Saturday,GP
615.13,March,383,63,Weekly,45,450.11,1.3,0.53,51,0,Premium,Computer,PayPal,Yes,No,No,Instagram,Free,household,Sunday,GP
1221.55,December,333,36,,24,1597.91,3.4,0.92,36,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Tuesday,NC
826.22,December,349,1,,16,822.43,2.9,0.58,69,0,Express,Computer,EFT,No,No,Yes,,Free,groceries,Monday,GP
632.35,August,449,10,,20,614.32,5.6,0.57,58,0,Standard,Computer,Account Credit,No,Yes,No,,Free,groceries,Thursday,FS
1108.83,January,368,63,,46,605.46,6.1,0.67,41,0,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Wednesday,EC
940.89,February,382,34,,31,1119.08,7.5,0.95,59,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,books,Saturday,KZN
1169.17,December,391,37,,27,708.06,7.7,1,32,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Wednesday,WC
1323.21,December,500,30,,24,747.84,6,0.51,37,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Friday,WC
823.45,December,379,27,,31,552.23,0,0.55,33,0,Premium,Computer,EFT,Yes,No,Yes,Facebook,Free,clothing,Monday,GP
785.35,October,351,10,,9,622.59,6.1,0.88,40,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Monday,GP
648.24,November,479,9,,3,678.97,6.8,0.5,67,19,Express,Computer,EFT,No,Yes,No,,Free,clothing,Sunday,NW
963.41,May,330,4,,13,860.17,2.5,0.91,50,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,clothing,Tuesday,WC
520.56,July,385,46,Weekly,43,325.91,1.7,0.51,47,0,Express,Computer,Credit Card,No,No,No,,Paid,books,Saturday,NW
1084.78,May,475,33,,35,660.93,7.5,0.55,64,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Thursday,LP
715.77,January,460,30,,30,447.8,6.4,0.93,75,0,Standard,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Monday,LP
848.13,January,412,14,,14,667.4,4.9,0.93,68,12,Express,Computer,Credit Card,Yes,Yes,Yes,Facebook,Free,groceries,Monday,WC
925.79,February,344,27,,21,546.99,5.5,0.68,41,0,Premium,Computer,EFT,No,Yes,No,,Free,books,Wednesday,GP
906.78,December,498,0,,0,677.43,3.9,0,55,0,Premium,Computer,EFT,No,No,Yes,,Free,household,Sunday,GP
1356.74,October,506,27,,25,1213.21,4.7,0.6,42,0,Express,iOS,Account Credit,No,Yes,Yes,,Free,electronics,Tuesday,NW
1916.33,January,593,6,,19,1087.75,0.8,0.55,29,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Wednesday,NW
651.06,November,494,36,,28,457.29,3.3,0.62,50,0,Premium,iOS,Credit Card,No,No,Yes,,Free,electronics,Sunday,WC
748.58,February,449,20,,12,458.27,5.5,0.86,64,0,Express,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Monday,WC
796.79,February,511,0,,0,739.32,1,0,38,0,Premium,Android,Credit Card,No,No,Yes,,Free,clothing,Monday,NW
880.98,April,451,34,,34,569.89,4.4,0.57,46,10,Standard,iOS,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Sunday,WC
968.62,November,485,25,,29,729.73,3.7,0.69,39,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,books,Saturday,WC
860.8,August,361,47,,59,899.41,2.5,0.77,57,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Friday,GP
627.88,August,539,6,,9,699.76,1.4,0.92,62,25,Standard,Computer,Credit Card,Yes,No,No,Facebook,Free,groceries,Tuesday,GP
597.84,September,492,25,,36,439.99,1,0.81,46,0,Express,Android,Credit Card,No,No,No,,Free,electronics,Tuesday,GP
1183.28,August,537,25,Monthly,24,964.23,3.9,0.78,63,0,Premium,Computer,EFT,Yes,No,Yes,Facebook,Free,books,Saturday,GP
965.14,September,450,6,,11,593.17,4.1,0.59,47,0,Premium,Computer,EFT,Yes,Yes,No,Twitter,Free,household,Saturday,NC
1274.95,July,563,0,,0,990.62,3.2,0,60,0,Express,Computer,EFT,No,No,No,,Free,books,Saturday,GP
589.32,February,407,41,,48,503.71,7,0.7,65,0,Premium,iOS,Credit Card,No,No,Yes,,Free,clothing,Monday,GP
1450.73,February,373,6,,10,926.47,5.7,0.82,55,0,Express,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,groceries,Tuesday,KZN
1608.19,March,530,0,,0,1042.98,7.9,0,54,0,Express,Android,Credit Card,Yes,No,Yes,Twitter,Free,household,Saturday,NW
1079.45,December,470,39,,27,914.63,3.8,0.91,48,0,Premium,Computer,EFT,Yes,Yes,Yes,Twitter,Free,clothing,Thursday,GP
1655.1,January,527,6,,15,1569.35,4.9,0.55,18,0,Standard,Computer,EFT,Yes,No,Yes,Instagram,Free,electronics,Tuesday,GP
790.5,November,402,37,,29,661.05,0.3,0.82,43,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,books,Sunday,LP
1125.12,November,432,11,,19,756.58,7.2,0.64,49,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Friday,NW
991.21,March,461,46,Daily,43,614.79,7.2,0.95,75,0,Premium,Computer,EFT,Yes,Yes,Yes,Twitter,Free,electronics,Thursday,NW
572.06,August,457,67,,46,372.71,4.7,0.71,61,0,Express,Computer,Credit Card,No,No,Yes,,Free,books,Saturday,GP
787.13,July,443,27,Monthly,37,642.03,4.5,0.76,43,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,WC
919.82,December,430,18,,12,633.74,4.7,0.52,37,34,Standard,Computer,EFT,Yes,Yes,Yes,Instagram,Free,electronics,Saturday,KZN
954.68,July,434,26,Weekly,30,669.85,1.4,0.58,34,0,Standard,Android,Credit Card,Yes,No,Yes,Instagram,Free,books,Saturday,EC
1116.67,December,465,29,,27,696.07,0.8,0.55,44,0,Express,Computer,Account Credit,Yes,No,Yes,Instagram,Free,electronics,Tuesday,GP
812.14,March,387,27,Monthly,30,567.12,5.5,0.53,51,0,Express,iOS,Credit Card,No,Yes,No,,Free,groceries,Monday,LP
906.03,December,507,42,Daily,44,786.49,5.6,0.64,36,0,Premium,Computer,EFT,No,Yes,No,,Free,clothing,Monday,GP
1152.54,February,360,7,,9,600.79,7.7,0.82,23,30,Express,Android,Credit Card,No,Yes,Yes,,Free,clothing,Thursday,MP
1359.82,December,388,32,,28,792.35,7.6,0.88,52,0,Standard,Computer,Account Credit,Yes,Yes,Yes,Twitter,Free,clothing,Wednesday,WC
905.35,November,382,16,,13,741.57,3.9,0.66,46,0,Standard,Android,Credit Card,No,No,Yes,,Free,electronics,Wednesday,MP
866.3,November,412,23,,33,752.46,1.9,0.66,52,0,Standard,Computer,EFT,Yes,No,Yes,Twitter,Free,clothing,Wednesday,NC
610.5,June,424,24,Weekly,32,415.3,2.2,0.53,53,0,Standard,Computer,Credit Card,No,No,Yes,,Free,household,Saturday,MP
911.94,April,530,7,,10,527.6,3.8,0.86,61,0,Standard,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Tuesday,NW
745.36,March,396,44,,44,567.75,5.3,0.53,38,0,Standard,Computer,Credit Card,No,No,No,,Free,household,Friday,EC
786.94,December,437,49,,51,483.06,5,0.91,45,0,Express,Computer,EFT,Yes,Yes,No,Twitter,Free,electronics,Saturday,GP
1009.69,October,499,28,,19,665.39,7.3,0.72,77,0,Express,Android,Account Credit,No,Yes,Yes,,Free,electronics,Wednesday,WC
743.29,December,444,9,,8,701.12,6.6,0.85,38,0,Express,Computer,EFT,Yes,No,Yes,Facebook,Free,electronics,Monday,FS
692.55,November,402,43,Daily,51,526.7,4.8,0.56,55,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Monday,WC
868.35,October,474,51,Monthly,49,1196.14,3.6,0.83,31,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Monday,GP
1316.27,December,531,23,Monthly,37,967.14,4.9,0.92,27,0,Premium,iOS,Credit Card,No,Yes,Yes,,Free,clothing,Thursday,GP
1281.1,May,492,36,Daily,24,830.19,6.5,0.56,53,0,Standard,Computer,EFT,No,Yes,Yes,,Free,clothing,Wednesday,NC
1134.22,May,385,29,Weekly,23,596.49,3.4,0.83,40,0,Express,iOS,Credit Card,Yes,Yes,Yes,Twitter,Free,clothing,Saturday,KZN
561.5,January,438,35,,32,509.65,6.5,0.5,28,0,Premium,Computer,Account Credit,Yes,No,No,Instagram,Free,books,Sunday,NC
737.16,January,430,23,,28,823.99,6.6,0.75,59,0,Express,iOS,Credit Card,No,Yes,Yes,,Free,books,Friday,GP
1782.34,December,557,0,,0,984.81,5.2,0,63,0,Standard,Android,EFT,Yes,No,Yes,Facebook,Free,electronics,Saturday,GP
814.82,March,459,45,,52,748.01,4.7,0.5,61,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Sunday,KZN
538.81,September,460,35,,23,449.79,5.1,0.62,53,0,Premium,iOS,Credit Card,Yes,No,No,Instagram,Paid,books,Sunday,EC
685.71,May,524,13,Monthly,8,401.5,4.6,0.86,63,0,Standard,iOS,Credit Card,Yes,No,No,Twitter,Free,clothing,Wednesday,MP
1165.62,November,513,0,,0,664.86,7.4,0,34,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Monday,WC
524.97,July,467,43,,54,440.19,3.1,0.59,43,0,Express,Computer,Credit Card,Yes,No,No,Facebook,Paid,books,Friday,GP
701.68,November,500,15,Weekly,8,557.18,1.7,0.87,54,0,Standard,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,WC
868.09,February,380,5,,10,803.4,7,0.61,46,22,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Tuesday,KZN
815.88,December,421,39,,26,575.07,3.8,0.5,51,15,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,clothing,Sunday,WC
904.59,December,448,31,,33,627.2,4.4,0.61,44,34,Express,Android,EFT,No,Yes,Yes,,Free,books,Friday,EC
1186.75,July,335,17,,9,635.13,1.2,0.59,45,0,Standard,Computer,EFT,No,Yes,Yes,,Free,electronics,Thursday,NW
848.99,September,523,28,,29,504.94,7.4,0.86,27,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,GP
1167.84,July,490,0,,0,1014.95,7,0,31,0,Express,Computer,EFT,No,Yes,Yes,,Free,household,Friday,MP
863.64,December,372,34,,32,636.03,3.4,0.69,94,0,Standard,Android,Credit Card,No,Yes,No,,Free,clothing,Wednesday,FS
975.15,April,340,0,,0,631.54,4.8,0,58,0,Express,Computer,Credit Card,No,Yes,No,,Free,household,Sunday,EC
1127.29,May,333,44,Daily,49,791.29,7.9,0.55,50,12,Premium,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,KZN
508.55,July,421,49,,45,463.6,1.1,0.57,48,22,Premium,iOS,Credit Card,No,No,No,,Paid,books,Sunday,GP
956.83,June,448,47,,50,779.92,6.3,0.75,48,0,Standard,Android,EFT,No,Yes,Yes,,Free,household,Saturday,NW
791.14,May,401,41,,54,623.47,0.8,0.76,41,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Monday,KZN
1041.72,May,533,4,,12,558.73,6.1,0.6,21,0,Premium,Computer,EFT,No,No,Yes,,Free,clothing,Saturday,NW
823.59,September,429,23,,39,424.84,4.8,0.65,64,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Saturday,EC
817.19,January,473,12,Daily,15,632.2,4.9,0.75,33,45,Standard,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,GP
799.14,November,377,37,,34,435.34,5.3,0.93,47,0,Standard,Computer,Account Credit,No,No,Yes,,Free,clothing,Wednesday,NC
1042.34,February,530,44,Monthly,55,664.19,4,0.74,54,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,groceries,Monday,MP
757.76,July,480,22,Monthly,31,438.65,4,0.87,33,0,Premium,Computer,Credit Card,No,No,Yes,,Free,books,Monday,GP
731.45,June,340,19,,8,506.92,0.7,0.95,35,0,Premium,Computer,Credit Card,No,No,Yes,,Free,household,Sunday,GP
753.37,May,390,23,,30,435.8,5.1,0.85,67,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Monday,GP
807.52,November,353,13,Daily,4,591.67,5.2,0.74,38,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Sunday,LP
600.07,August,451,49,,46,365.47,1.8,0.93,47,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,WC
478.33,August,414,54,,53,393.43,1.7,0.7,52,0,Express,iOS,EFT,Yes,No,No,Instagram,Paid,books,Sunday,GP
722.63,July,409,0,,0,596.81,6.6,0,52,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,NW
1062.42,February,380,26,Monthly,26,766.41,5.8,0.77,27,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Sunday,WC
1905.78,October,579,0,,0,1354.35,3.7,0,54,0,Premium,Computer,EFT,No,No,Yes,,Free,electronics,Tuesday,WC
723.76,January,431,59,,47,787.33,6.3,0.89,38,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Friday,WC
806.7,August,387,28,,26,668.08,0.8,0.71,38,0,Express,Computer,Account Credit,No,Yes,No,,Free,electronics,Wednesday,NW
894.69,February,402,41,Daily,68,1056.96,4.1,0.66,84,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,clothing,Monday,WC
768.13,September,423,15,Monthly,6,654.94,4.3,0.97,27,10,Standard,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,WC
832.1,November,499,16,,8,575.69,2.1,0.71,46,0,Standard,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,KZN
495.42,August,380,37,,29,845.24,5.9,0.93,65,0,Standard,Computer,EFT,No,No,No,,Paid,books,Friday,GP
788.18,September,428,36,,27,671.77,6.6,0.59,42,0,Express,Computer,Credit Card,No,Yes,No,,Free,household,Saturday,NC
845.02,December,519,12,,16,928.76,2,0.51,25,34,Express,iOS,Account Credit,No,No,No,,Free,electronics,Thursday,NC
618.4,January,482,40,,36,673.79,2.3,0.67,53,0,Premium,iOS,Account Credit,Yes,No,No,Facebook,Free,groceries,Monday,EC
888.78,March,438,34,,26,857.15,5.7,0.96,30,0,Express,Computer,EFT,No,Yes,Yes,,Free,electronics,Tuesday,FS
1051.13,November,466,35,,31,669.46,3.3,0.73,61,0,Express,Computer,EFT,Yes,Yes,Yes,Instagram,Free,books,Saturday,WC
790.18,November,489,6,,15,728.8,1.5,0.52,55,23,Standard,Computer,EFT,Yes,No,Yes,Twitter,Free,books,Saturday,KZN
507.18,November,422,14,,11,431.65,0.7,0.61,43,0,Standard,Computer,Account Credit,Yes,No,No,Facebook,Paid,books,Sunday,WC
622.03,May,466,29,,21,458.13,6.2,0.95,35,0,Premium,Computer,Credit Card,No,No,Yes,,Free,household,Sunday,NC
1065.35,November,382,32,,25,729.57,2.5,0.86,54,0,Standard,Android,EFT,Yes,No,Yes,Instagram,Free,clothing,Monday,FS
1529.57,January,525,12,,12,879.49,6.4,0.92,50,35,Standard,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,groceries,Sunday,WC
767.64,October,519,43,,43,487.67,7.2,0.52,27,0,Premium,Computer,EFT,Yes,No,No,Facebook,Free,clothing,Sunday,MP
933.89,January,438,42,Weekly,52,506.38,1.4,0.68,43,0,Standard,Computer,EFT,Yes,No,Yes,Instagram,Free,electronics,Wednesday,KZN
700.76,September,397,36,,24,600.66,4.6,0.99,23,0,Express,Android,Credit Card,No,No,Yes,,Free,electronics,Saturday,WC
923.72,September,504,13,Weekly,3,680.93,2.7,0.63,39,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Wednesday,NC
667.49,February,527,50,,42,545.34,0.5,0.54,48,0,Premium,Computer,Credit Card,Yes,No,No,Instagram,Free,clothing,Monday,WC
